42	7
32	40
38	49
6	3
39	11
7	38
11	38
34	45
36	9
2	15
45	45
30	7
12	43
6	32
27	5
47	21
43	43
25	33
19	32
17	26
12	30
19	23
15	48
20	39
17	33
32	28
19	36
18	11
33	21
2	43
7	35
41	1
8	30
30	20
27	15
42	50
7	33
32	21
15	4
35	41
10	4
42	23
43	29
44	26
8	19
6	23
30	38
8	17
2	13
23	11
30	12
1	10
43	8
38	46
12	11
1	23
41	40
45	43
20	50
36	42
1	13
50	18
7	2
2	12
50	3
6	26
21	49
11	18
37	2
4	26
38	34
6	27
19	32
24	18
7	37
3	36
31	10
37	48
41	11
28	49
47	36
19	18
12	46
46	41
40	21
20	35
46	30
29	3
4	15
38	11
6	22
28	24
28	39
49	13
12	31
13	30
34	48
13	40
35	25
36	37
47	30
3	25
34	24
27	50
31	38
35	9
33	43
34	6
44	21
41	16
36	22
27	50
5	38
15	10
20	40
19	33
49	33
27	31
10	3
36	35
43	5
6	3
18	36
42	1
23	36
4	34
15	50
47	14
17	11
12	26
27	15
25	28
1	30
20	18
18	44
47	35
35	25
8	7
9	4
40	49
30	21
21	34
40	49
26	26
46	42
50	11
23	10
45	50
37	12
40	38
14	33
4	12
21	49
32	49
2	33
25	25
2	46
22	28
34	41
46	40
35	20
16	41
21	21
21	15
29	32
25	21
38	32
45	10
32	10
21	17
5	6
50	36
15	50
4	42
13	30
20	17
9	7
15	33
35	43
20	32
6	5
42	2
27	14
18	39
34	42
32	1
11	47
48	1
4	17
28	19
42	22
7	45
10	5
3	26
16	13
39	23
14	4
27	34
48	5
7	17
7	4
18	14
47	27
21	4
31	18
30	48
28	34
13	39
36	10
32	31
44	4
8	40
3	34
49	45
20	21
27	43
8	38
12	21
28	22
25	18
47	15
44	46
26	40
35	14
1	34
18	18
39	37
29	1
3	35
13	23
22	9
26	38
12	2
10	25
26	44
36	24
14	29
34	27
27	46
49	50
25	2
22	9
14	17
6	3
29	18
23	17
49	13
22	35
21	10
19	15
49	31
17	13
1	14
10	29
23	14
34	20
43	32
45	50
48	3
5	17
30	31
8	43
4	22
46	41
26	44
38	36
43	48
49	22
32	4
22	48
13	34
27	47
49	32
19	30
5	50
41	33
45	6
36	34
18	33
42	45
21	38
14	26
39	11
16	45
6	22
45	28
21	49
43	39
31	2
3	29
49	33
33	33
26	20
39	31
4	5
20	14
41	8
9	44
4	24
31	8
3	22
41	10
29	21
31	45
32	16
16	39
40	6
39	32
13	20
48	28
39	29
44	22
9	37
27	26
48	8
45	4
11	9
39	43
28	10
38	7
15	32
33	50
1	16
35	28
44	1
13	40
13	28
50	38
11	7
24	4
35	19
7	40
12	40
16	40
26	22
23	27
20	32
33	39
42	32
16	39
6	27
27	39
8	7
16	32
17	4
49	46
33	33
29	34
16	24
45	5
3	44
6	32
11	15
3	23
22	5
47	44
25	42
2	15
49	45
14	49
23	25
46	35
12	17
43	26
13	41
33	13
1	16
24	13
41	11
8	49
9	16
47	33
41	48
42	32
19	9
29	2
23	46
18	7
37	28
16	26
23	27
20	27
42	10
13	7
3	1
49	11
21	43
5	34
40	18
48	8
2	31
11	25
45	42
31	48
41	16
50	6
29	12
25	46
41	43
34	7
1	31
37	34
5	13
39	20
45	34
5	35
34	48
48	1
50	13
44	29
48	34
31	28
38	20
10	7
41	47
41	44
39	24
24	27
4	24
47	39
13	3
4	16
36	38
17	28
49	3
39	49
26	24
7	42
39	15
21	33
40	6
12	46
10	1
16	28
19	7
36	47
2	14
8	44
8	31
45	38
14	47
26	40
14	9
50	49
2	22
30	1
14	40
3	13
12	19
40	16
7	49
41	3
28	23
23	8
6	20
4	12
20	22
4	38
42	42
21	38
49	35
43	46
29	4
12	27
46	32
48	5
18	35
16	23
27	30
44	28
22	15
20	38
42	42
38	45
13	14
8	33
15	13
5	6
50	16
27	3
3	43
38	11
42	39
33	35
34	33
43	4
8	41
46	23
19	32
39	33
35	19
35	16
16	49
28	18
22	9
39	31
21	39
24	39
40	13
2	33
8	34
24	49
3	22
14	50
10	28
5	50
17	10
47	22
44	20
27	3
29	4
43	27
23	20
39	50
7	50
35	41
39	12
13	12
26	11
48	34
29	32
5	42
32	35
32	17
21	11
11	43
35	37
48	40
47	38
44	41
7	48
32	17
27	31
42	35
30	48
23	38
9	18
35	38
40	18
3	18
9	38
39	37
39	1
38	27
23	38
49	23
24	12
39	12
38	48
43	32
38	15
48	9
17	17
11	13
20	8
27	25
27	30
34	30
15	35
45	43
48	2
7	35
6	20
22	41
6	8
26	26
6	16
5	17
25	18
11	33
11	13
1	25
37	31
17	39
40	6
48	27
2	39
5	20
38	34
5	49
35	43
39	17
1	11
3	27
15	39
14	11
16	21
37	20
16	21
18	47
42	48
28	29
42	35
30	15
18	5
49	32
27	15
32	7
43	27
46	27
30	43
40	46
20	44
35	48
31	48
5	13
46	16
1	45
27	48
28	39
10	27
28	32
16	44
11	41
36	44
33	15
24	15
12	3
29	19
22	44
11	40
44	44
12	45
47	36
30	12
21	3
9	10
15	26
39	36
44	3
17	18
48	26
26	15
36	16
45	7
35	5
32	19
34	47
29	33
31	2
27	20
29	6
27	33
37	3
31	20
46	10
37	30
6	20
27	25
43	14
38	8
33	42
7	5
45	21
34	30
42	18
5	10
8	20
35	34
26	9
34	37
5	37
6	28
18	45
21	32
8	18
34	48
10	19
5	6
48	7
46	38
14	8
20	3
38	26
13	21
12	44
45	11
14	50
30	21
40	36
27	49
18	10
1	20
16	39
17	40
22	44
9	16
49	48
13	26
33	9
34	23
39	10
19	39
28	2
24	26
44	48
35	4
49	3
27	46
7	17
4	10
23	29
10	37
39	10
5	19
37	50
38	20
49	47
21	24
49	39
49	10
18	48
42	11
3	1
25	43
29	32
36	43
11	11
33	20
3	43
24	20
41	10
44	34
41	22
38	17
27	3
34	50
28	32
46	2
21	32
2	8
25	5
24	4
35	22
26	40
